reading_id,mine_id,sensor_type,value,unit,recorded_at
864,24,temperature,50.7,C,2026-09-09T08:22:00+00:00
865,25,dust,2.1,mg/m3,2026-09-06T14:35:00+00:00
866,25,dust,1.6,mg/m3,2026-09-06T20:16:00+00:00
867,25,dust,4.3,mg/m3,2026-09-07T02:39:00+00:00
868,25,dust,5.3,mg/m3,2026-09-07T08:37:00+00:00
869,25,dust,6.0,mg/m3,2026-09-07T14:16:00+00:00
870,25,dust,8.8,mg/m3,2026-09-07T20:49:00+00:00
871,25,dust,9.3,mg/m3,2026-09-08T02:17:00+00:00
872,25,dust,5.6,mg/m3,2026-09-08T08:57:00+00:00
873,25,dust,5.3,mg/m3,2026-09-08T14:40:00+00:00
874,25,dust,2.3,mg/m3,2026-09-08T20:31:00+00:00
875,25,dust,9.1,mg/m3,2026-09-09T02:34:00+00:00
876,25,dust,7.3,mg/m3,2026-09-09T08:51:00+00:00
877,25,gas,43.4,ppm,2026-09-06T14:18:00+00:00
878,25,gas,26.7,ppm,2026-09-06T20:58:00+00:00
879,25,gas,17.4,ppm,2026-09-07T02:44:00+00:00
880,25,gas,20.8,ppm,2026-09-07T08:34:00+00:00
881,25,gas,38.6,ppm,2026-09-07T14:40:00+00:00
882,25,gas,22.5,ppm,2026-09-07T20:50:00+00:00
883,25,gas,44.1,ppm,2026-09-08T02:15:00+00:00
884,25,gas,15.5,ppm,2026-09-08T08:16:00+00:00
885,25,gas,39.5,ppm,2026-09-08T14:43:00+00:00
886,25,gas,36.7,ppm,2026-09-08T20:37:00+00:00
887,25,gas,20.4,ppm,2026-09-09T02:18:00+00:00
888,25,gas,11.8,ppm,2026-09-09T08:16:00+00:00
889,25,temperature,38.9,C,2026-09-06T14:36:00+00:00
890,25,temperature,36.8,C,2026-09-06T20:36:00+00:00
891,25,temperature,41.0,C,2026-09-07T02:16:00+00:00
892,25,temperature,36.7,C,2026-09-07T08:19:00+00:00
893,25,temperature,36.6,C,2026-09-07T14:42:00+00:00
894,25,temperature,31.2,C,2026-09-07T20:27:00+00:00
895,25,temperature,22.7,C,2026-09-08T02:18:00+00:00
896,25,temperature,27.3,C,2026-09-08T08:38:00+00:00
897,25,temperature,30.4,C,2026-09-08T14:19:00+00:00
898,25,temperature,54.1,C,2026-09-08T20:22:00+00:00
899,25,temperature,56.1,C,2026-09-09T02:42:00+00:00
900,25,temperature,32.3,C,2026-09-09T08:57:00+00:00
901,26,dust,3.2,mg/m3,2026-09-06T15:00:00+00:00
902,26,dust,8.9,mg/m3,2026-09-06T20:57:00+00:00
903,26,dust,5.5,mg/m3,2026-09-07T02:43:00+00:00
904,26,dust,8.7,mg/m3,2026-09-07T08:34:00+00:00
905,26,dust,7.9,mg/m3,2026-09-07T14:20:00+00:00
906,26,dust,2.8,mg/m3,2026-09-07T20:24:00+00:00
907,26,dust,4.2,mg/m3,2026-09-08T02:18:00+00:00
908,26,dust,7.0,mg/m3,2026-09-08T08:54:00+00:00
909,26,dust,5.2,mg/m3,2026-09-08T14:56:00+00:00
910,26,dust,9.4,mg/m3,2026-09-08T20:18:00+00:00
911,26,dust,4.0,mg/m3,2026-09-09T02:30:00+00:00
912,26,dust,5.9,mg/m3,2026-09-09T08:43:00+00:00
913,26,gas,37.9,ppm,2026-09-06T14:26:00+00:00
914,26,gas,38.3,ppm,2026-09-06T20:25:00+00:00
915,26,gas,8.2,ppm,2026-09-07T02:29:00+00:00
916,26,gas,40.9,ppm,2026-09-07T08:33:00+00:00
917,26,gas,18.3,ppm,2026-09-07T14:43:00+00:00
918,26,gas,10.3,ppm,2026-09-07T20:44:00+00:00
919,26,gas,6.3,ppm,2026-09-08T02:31:00+00:00
920,26,gas,12.6,ppm,2026-09-08T08:50:00+00:00
921,26,gas,12.4,ppm,2026-09-08T14:42:00+00:00
922,26,gas,20.5,ppm,2026-09-08T20:53:00+00:00
923,26,gas,5.2,ppm,2026-09-09T02:39:00+00:00
924,26,gas,40.7,ppm,2026-09-09T08:46:00+00:00
925,26,temperature,55.3,C,2026-09-06T14:45:00+00:00
926,26,temperature,23.3,C,2026-09-06T20:23:00+00:00
927,26,temperature,31.6,C,2026-09-07T02:46:00+00:00
928,26,temperature,32.9,C,2026-09-07T08:16:00+00:00
929,26,temperature,25.6,C,2026-09-07T14:33:00+00:00
930,26,temperature,30.5,C,2026-09-07T20:38:00+00:00
931,26,temperature,22.6,C,2026-09-08T02:35:00+00:00
932,26,temperature,39.6,C,2026-09-08T08:40:00+00:00
933,26,temperature,28.1,C,2026-09-08T14:46:00+00:00
934,26,temperature,24.8,C,2026-09-08T20:36:00+00:00
935,26,temperature,42.2,C,2026-09-09T02:25:00+00:00
936,26,temperature,25.8,C,2026-09-09T08:56:00+00:00
937,27,dust,2.5,mg/m3,2026-09-06T14:28:00+00:00
938,27,dust,7.8,mg/m3,2026-09-06T20:22:00+00:00
939,27,dust,3.2,mg/m3,2026-09-07T02:41:00+00:00
940,27,dust,3.8,mg/m3,2026-09-07T08:47:00+00:00
941,27,dust,2.9,mg/m3,2026-09-07T14:47:00+00:00
942,27,dust,3.7,mg/m3,2026-09-07T20:31:00+00:00
943,27,dust,9.1,mg/m3,2026-09-08T02:27:00+00:00
944,27,dust,7.7,mg/m3,2026-09-08T08:54:00+00:00
945,27,dust,8.0,mg/m3,2026-09-08T14:37:00+00:00
946,27,dust,3.4,mg/m3,2026-09-08T20:55:00+00:00
947,27,dust,8.1,mg/m3,2026-09-09T02:23:00+00:00
948,27,dust,3.6,mg/m3,2026-09-09T08:16:00+00:00
949,27,gas,12.7,ppm,2026-09-06T14:22:00+00:00
950,27,gas,19.2,ppm,2026-09-06T20:37:00+00:00
951,27,gas,15.4,ppm,2026-09-07T02:45:00+00:00
952,27,gas,25.1,ppm,2026-09-07T08:33:00+00:00
953,27,gas,39.6,ppm,2026-09-07T14:31:00+00:00
954,27,gas,81.4,ppm,2026-09-07T20:30:00+00:00
955,27,gas,28.7,ppm,2026-09-08T02:16:00+00:00
956,27,gas,8.3,ppm,2026-09-08T08:44:00+00:00
957,27,gas,20.1,ppm,2026-09-08T14:50:00+00:00
958,27,gas,32.6,ppm,2026-09-08T20:58:00+00:00
959,27,gas,14.8,ppm,2026-09-09T02:36:00+00:00
960,27,gas,19.2,ppm,2026-09-09T08:42:00+00:00
961,27,temperature,34.3,C,2026-09-06T14:51:00+00:00
962,27,temperature,27.5,C,2026-09-06T20:32:00+00:00
963,27,temperature,41.5,C,2026-09-07T02:25:00+00:00
964,27,temperature,23.7,C,2026-09-07T08:31:00+00:00
965,27,temperature,34.4,C,2026-09-07T14:15:00+00:00
966,27,temperature,39.5,C,2026-09-07T20:32:00+00:00
967,27,temperature,34.7,C,2026-09-08T02:36:00+00:00
968,27,temperature,22.8,C,2026-09-08T08:32:00+00:00
969,27,temperature,34.2,C,2026-09-08T14:29:00+00:00
970,27,temperature,41.3,C,2026-09-08T20:54:00+00:00
971,27,temperature,35.0,C,2026-09-09T02:53:00+00:00
972,27,temperature,40.7,C,2026-09-09T08:40:00+00:00
973,28,dust,8.7,mg/m3,2026-09-06T14:46:00+00:00
974,28,dust,6.0,mg/m3,2026-09-06T20:51:00+00:00
975,28,dust,8.5,mg/m3,2026-09-07T02:17:00+00:00
976,28,dust,2.0,mg/m3,2026-09-07T08:29:00+00:00
977,28,dust,2.9,mg/m3,2026-09-07T14:53:00+00:00
978,28,dust,7.1,mg/m3,2026-09-07T20:21:00+00:00
979,28,dust,8.8,mg/m3,2026-09-08T02:35:00+00:00
980,28,dust,15.1,mg/m3,2026-09-08T08:33:00+00:00
981,28,dust,6.5,mg/m3,2026-09-08T14:24:00+00:00
982,28,dust,9.1,mg/m3,2026-09-08T20:42:00+00:00
983,28,dust,17.3,mg/m3,2026-09-09T02:52:00+00:00
984,28,dust,3.4,mg/m3,2026-09-09T08:29:00+00:00
985,28,gas,22.9,ppm,2026-09-06T14:56:00+00:00
986,28,gas,39.2,ppm,2026-09-06T20:44:00+00:00
987,28,gas,18.4,ppm,2026-09-07T02:23:00+00:00
988,28,gas,5.1,ppm,2026-09-07T08:45:00+00:00
989,28,gas,26.4,ppm,2026-09-07T14:51:00+00:00
990,28,gas,9.8,ppm,2026-09-07T20:33:00+00:00
991,28,gas,12.9,ppm,2026-09-08T02:40:00+00:00
992,28,gas,35.8,ppm,2026-09-08T08:47:00+00:00
993,28,gas,24.4,ppm,2026-09-08T14:44:00+00:00
994,28,gas,22.7,ppm,2026-09-08T20:55:00+00:00
995,28,gas,17.5,ppm,2026-09-09T02:41:00+00:00
996,28,gas,20.1,ppm,2026-09-09T08:15:00+00:00
997,28,temperature,28.1,C,2026-09-06T14:37:00+00:00
998,28,temperature,23.8,C,2026-09-06T20:39:00+00:00
999,28,temperature,41.8,C,2026-09-07T02:47:00+00:00
1000,28,temperature,24.6,C,2026-09-07T08:41:00+00:00
1001,28,temperature,38.4,C,2026-09-07T14:38:00+00:00
1002,28,temperature,41.5,C,2026-09-07T20:56:00+00:00
1003,28,temperature,36.7,C,2026-09-08T02:50:00+00:00
1004,28,temperature,26.7,C,2026-09-08T08:45:00+00:00
1005,28,temperature,35.0,C,2026-09-08T14:19:00+00:00
1006,28,temperature,42.7,C,2026-09-08T20:39:00+00:00
1007,28,temperature,34.1,C,2026-09-09T02:32:00+00:00
1008,28,temperature,38.5,C,2026-09-09T08:17:00+00:00
1009,29,dust,9.0,mg/m3,2026-09-06T14:33:00+00:00
1010,29,dust,7.5,mg/m3,2026-09-06T20:40:00+00:00
1011,29,dust,8.3,mg/m3,2026-09-07T02:47:00+00:00
1012,29,dust,3.5,mg/m3,2026-09-07T08:41:00+00:00
1013,29,dust,6.5,mg/m3,2026-09-07T14:47:00+00:00
1014,29,dust,3.9,mg/m3,2026-09-07T20:22:00+00:00
1015,29,dust,3.5,mg/m3,2026-09-08T02:34:00+00:00
1016,29,dust,3.1,mg/m3,2026-09-08T08:38:00+00:00
1017,29,dust,7.2,mg/m3,2026-09-08T14:42:00+00:00
1018,29,dust,8.7,mg/m3,2026-09-08T20:27:00+00:00
1019,29,dust,6.4,mg/m3,2026-09-09T02:43:00+00:00
1020,29,dust,3.7,mg/m3,2026-09-09T08:33:00+00:00
1021,29,gas,34.4,ppm,2026-09-06T14:29:00+00:00
1022,29,gas,37.7,ppm,2026-09-06T20:35:00+00:00
1023,29,gas,27.1,ppm,2026-09-07T02:20:00+00:00
1024,29,gas,19.1,ppm,2026-09-07T08:38:00+00:00
1025,29,gas,36.8,ppm,2026-09-07T14:39:00+00:00
1026,29,gas,32.0,ppm,2026-09-07T20:44:00+00:00
1027,29,gas,22.7,ppm,2026-09-08T02:31:00+00:00
1028,29,gas,24.6,ppm,2026-09-08T08:54:00+00:00
1029,29,gas,21.4,ppm,2026-09-08T14:46:00+00:00
1030,29,gas,5.9,ppm,2026-09-08T20:43:00+00:00
1031,29,gas,24.6,ppm,2026-09-09T02:59:00+00:00
1032,29,gas,18.2,ppm,2026-09-09T08:27:00+00:00
1033,29,temperature,37.0,C,2026-09-06T14:58:00+00:00
1034,29,temperature,50.7,C,2026-09-06T20:42:00+00:00
1035,29,temperature,23.0,C,2026-09-07T02:49:00+00:00
1036,29,temperature,26.0,C,2026-09-07T08:27:00+00:00
1037,29,temperature,38.5,C,2026-09-07T14:24:00+00:00
1038,29,temperature,34.8,C,2026-09-07T20:19:00+00:00
1039,29,temperature,24.7,C,2026-09-08T02:46:00+00:00
1040,29,temperature,27.6,C,2026-09-08T08:30:00+00:00
1041,29,temperature,32.0,C,2026-09-08T14:57:00+00:00
1042,29,temperature,37.5,C,2026-09-08T20:18:00+00:00
1043,29,temperature,28.5,C,2026-09-09T02:57:00+00:00
1044,29,temperature,23.6,C,2026-09-09T08:29:00+00:00
1045,30,dust,1.8,mg/m3,2026-09-06T14:41:00+00:00
1046,30,dust,5.3,mg/m3,2026-09-06T20:35:00+00:00
1047,30,dust,6.9,mg/m3,2026-09-07T02:27:00+00:00
1048,30,dust,4.2,mg/m3,2026-09-07T08:41:00+00:00
1049,30,dust,8.6,mg/m3,2026-09-07T14:35:00+00:00
1050,30,dust,3.1,mg/m3,2026-09-07T20:51:00+00:00
1051,30,dust,2.5,mg/m3,2026-09-08T02:27:00+00:00
1052,30,dust,5.5,mg/m3,2026-09-08T08:29:00+00:00
1053,30,dust,7.3,mg/m3,2026-09-08T14:16:00+00:00
1054,30,dust,3.2,mg/m3,2026-09-08T20:33:00+00:00
1055,30,dust,2.6,mg/m3,2026-09-09T02:39:00+00:00
1056,30,dust,6.5,mg/m3,2026-09-09T08:58:00+00:00
1057,30,gas,40.0,ppm,2026-09-06T14:41:00+00:00
1058,30,gas,22.9,ppm,2026-09-06T20:50:00+00:00
1059,30,gas,16.1,ppm,2026-09-07T02:19:00+00:00
1060,30,gas,31.9,ppm,2026-09-07T08:24:00+00:00
1061,30,gas,14.7,ppm,2026-09-07T14:56:00+00:00
1062,30,gas,38.5,ppm,2026-09-07T20:39:00+00:00
1063,30,gas,9.2,ppm,2026-09-08T02:51:00+00:00
1064,30,gas,33.9,ppm,2026-09-08T08:33:00+00:00
1065,30,gas,33.0,ppm,2026-09-08T14:22:00+00:00
1066,30,gas,42.4,ppm,2026-09-08T20:20:00+00:00
1067,30,gas,34.7,ppm,2026-09-09T02:36:00+00:00
1068,30,gas,64.2,ppm,2026-09-09T08:48:00+00:00
1069,30,temperature,27.3,C,2026-09-06T14:33:00+00:00
1070,30,temperature,34.1,C,2026-09-06T20:16:00+00:00
1071,30,temperature,30.2,C,2026-09-07T02:54:00+00:00
1072,30,temperature,39.9,C,2026-09-07T08:55:00+00:00
1073,30,temperature,42.6,C,2026-09-07T14:22:00+00:00
1074,30,temperature,32.4,C,2026-09-07T20:17:00+00:00
1075,30,temperature,40.6,C,2026-09-08T02:56:00+00:00
1076,30,temperature,29.3,C,2026-09-08T08:17:00+00:00
1077,30,temperature,49.9,C,2026-09-08T14:32:00+00:00
1078,30,temperature,37.7,C,2026-09-08T20:24:00+00:00
1079,30,temperature,39.9,C,2026-09-09T02:49:00+00:00
1080,30,temperature,34.8,C,2026-09-09T08:30:00+00:00
1081,31,dust,5.4,mg/m3,2026-09-06T14:52:00+00:00
1082,31,dust,5.3,mg/m3,2026-09-06T20:25:00+00:00
1083,31,dust,3.3,mg/m3,2026-09-07T02:35:00+00:00
1084,31,dust,5.1,mg/m3,2026-09-07T08:55:00+00:00
1085,31,dust,7.0,mg/m3,2026-09-07T14:34:00+00:00
1086,31,dust,4.4,mg/m3,2026-09-07T20:20:00+00:00
1087,31,dust,1.7,mg/m3,2026-09-08T02:52:00+00:00
1088,31,dust,1.6,mg/m3,2026-09-08T08:55:00+00:00
1089,31,dust,2.8,mg/m3,2026-09-08T14:52:00+00:00
1090,31,dust,2.4,mg/m3,2026-09-08T20:40:00+00:00
1091,31,dust,3.7,mg/m3,2026-09-09T02:56:00+00:00
1092,31,dust,10.9,mg/m3,2026-09-09T08:48:00+00:00
1093,31,gas,32.4,ppm,2026-09-06T14:20:00+00:00
1094,31,gas,27.0,ppm,2026-09-06T20:36:00+00:00
1095,31,gas,30.4,ppm,2026-09-07T02:52:00+00:00
1096,31,gas,16.5,ppm,2026-09-07T08:19:00+00:00
1097,31,gas,35.9,ppm,2026-09-07T14:38:00+00:00
1098,31,gas,22.6,ppm,2026-09-07T20:52:00+00:00
1099,31,gas,14.5,ppm,2026-09-08T02:33:00+00:00
1100,31,gas,10.6,ppm,2026-09-08T08:32:00+00:00
1101,31,gas,12.4,ppm,2026-09-08T14:40:00+00:00
1102,31,gas,10.3,ppm,2026-09-08T20:46:00+00:00
1103,31,gas,6.0,ppm,2026-09-09T02:48:00+00:00
1104,31,gas,24.6,ppm,2026-09-09T08:24:00+00:00
1105,31,temperature,38.6,C,2026-09-06T14:22:00+00:00
1106,31,temperature,38.1,C,2026-09-06T20:45:00+00:00
1107,31,temperature,42.5,C,2026-09-07T02:21:00+00:00
1108,31,temperature,34.1,C,2026-09-07T08:49:00+00:00
1109,31,temperature,26.3,C,2026-09-07T14:25:00+00:00
1110,31,temperature,39.8,C,2026-09-07T20:47:00+00:00
1111,31,temperature,28.1,C,2026-09-08T02:30:00+00:00
1112,31,temperature,34.5,C,2026-09-08T08:36:00+00:00
1113,31,temperature,30.9,C,2026-09-08T14:41:00+00:00
1114,31,temperature,27.7,C,2026-09-08T20:20:00+00:00
1115,31,temperature,36.1,C,2026-09-09T02:19:00+00:00
1116,31,temperature,28.5,C,2026-09-09T08:50:00+00:00
1117,32,dust,9.1,mg/m3,2026-09-06T14:52:00+00:00
1118,32,dust,7.2,mg/m3,2026-09-06T20:17:00+00:00
1119,32,dust,2.4,mg/m3,2026-09-07T02:30:00+00:00
1120,32,dust,8.4,mg/m3,2026-09-07T08:42:00+00:00
1121,32,dust,7.9,mg/m3,2026-09-07T14:23:00+00:00
1122,32,dust,3.5,mg/m3,2026-09-07T20:51:00+00:00
1123,32,dust,9.2,mg/m3,2026-09-08T02:51:00+00:00
1124,32,dust,4.7,mg/m3,2026-09-08T08:59:00+00:00
1125,32,dust,6.2,mg/m3,2026-09-08T14:56:00+00:00
1126,32,dust,9.1,mg/m3,2026-09-08T20:21:00+00:00
1127,32,dust,7.2,mg/m3,2026-09-09T02:21:00+00:00
1128,32,dust,6.2,mg/m3,2026-09-09T08:54:00+00:00
1129,32,gas,13.0,ppm,2026-09-06T14:26:00+00:00
1130,32,gas,16.4,ppm,2026-09-06T20:31:00+00:00
1131,32,gas,35.1,ppm,2026-09-07T02:47:00+00:00
1132,32,gas,20.1,ppm,2026-09-07T08:28:00+00:00
1133,32,gas,44.1,ppm,2026-09-07T14:31:00+00:00
1134,32,gas,14.0,ppm,2026-09-07T20:54:00+00:00
1135,32,gas,25.4,ppm,2026-09-08T02:23:00+00:00
1136,32,gas,9.6,ppm,2026-09-08T08:21:00+00:00
1137,32,gas,5.1,ppm,2026-09-08T14:59:00+00:00
1138,32,gas,35.8,ppm,2026-09-08T20:49:00+00:00
1139,32,gas,43.3,ppm,2026-09-09T02:25:00+00:00
1140,32,gas,7.8,ppm,2026-09-09T08:52:00+00:00
1141,32,temperature,22.3,C,2026-09-06T14:46:00+00:00
1142,32,temperature,31.3,C,2026-09-06T20:24:00+00:00
1143,32,temperature,32.6,C,2026-09-07T02:22:00+00:00
1144,32,temperature,43.5,C,2026-09-07T08:47:00+00:00
1145,32,temperature,54.2,C,2026-09-07T14:45:00+00:00
1146,32,temperature,43.0,C,2026-09-07T20:29:00+00:00
1147,32,temperature,24.4,C,2026-09-08T02:36:00+00:00
1148,32,temperature,40.8,C,2026-09-08T08:24:00+00:00
1149,32,temperature,28.9,C,2026-09-08T15:00:00+00:00
1150,32,temperature,48.1,C,2026-09-08T20:36:00+00:00
1151,32,temperature,36.6,C,2026-09-09T02:15:00+00:00
1152,32,temperature,26.1,C,2026-09-09T08:54:00+00:00
1153,33,dust,2.2,mg/m3,2026-09-06T14:51:00+00:00
1154,33,dust,4.7,mg/m3,2026-09-06T20:30:00+00:00
1155,33,dust,2.1,mg/m3,2026-09-07T02:47:00+00:00
1156,33,dust,7.6,mg/m3,2026-09-07T08:45:00+00:00
1157,33,dust,5.5,mg/m3,2026-09-07T14:27:00+00:00
1158,33,dust,6.1,mg/m3,2026-09-07T20:31:00+00:00
1159,33,dust,18.1,mg/m3,2026-09-08T02:47:00+00:00
1160,33,dust,2.1,mg/m3,2026-09-08T08:38:00+00:00
1161,33,dust,7.9,mg/m3,2026-09-08T14:51:00+00:00
1162,33,dust,2.2,mg/m3,2026-09-08T20:32:00+00:00
1163,33,dust,4.0,mg/m3,2026-09-09T02:15:00+00:00
1164,33,dust,6.1,mg/m3,2026-09-09T08:21:00+00:00
1165,33,gas,25.1,ppm,2026-09-06T14:31:00+00:00
1166,33,gas,17.3,ppm,2026-09-06T20:15:00+00:00
1167,33,gas,26.8,ppm,2026-09-07T02:25:00+00:00
1168,33,gas,10.5,ppm,2026-09-07T08:18:00+00:00
1169,33,gas,33.8,ppm,2026-09-07T15:00:00+00:00
1170,33,gas,40.6,ppm,2026-09-07T20:39:00+00:00
1171,33,gas,40.5,ppm,2026-09-08T02:31:00+00:00
1172,33,gas,5.8,ppm,2026-09-08T08:45:00+00:00
1173,33,gas,31.9,ppm,2026-09-08T14:43:00+00:00
1174,33,gas,33.0,ppm,2026-09-08T20:17:00+00:00
1175,33,gas,8.7,ppm,2026-09-09T02:53:00+00:00
1176,33,gas,28.5,ppm,2026-09-09T08:24:00+00:00
1177,33,temperature,30.1,C,2026-09-06T14:17:00+00:00
1178,33,temperature,52.0,C,2026-09-06T20:28:00+00:00
1179,33,temperature,22.2,C,2026-09-07T02:38:00+00:00
1180,33,temperature,25.0,C,2026-09-07T08:16:00+00:00
1181,33,temperature,28.6,C,2026-09-07T14:21:00+00:00
1182,33,temperature,42.0,C,2026-09-07T20:41:00+00:00
1183,33,temperature,38.4,C,2026-09-08T02:27:00+00:00
1184,33,temperature,32.0,C,2026-09-08T08:17:00+00:00
1185,33,temperature,30.5,C,2026-09-08T14:56:00+00:00
1186,33,temperature,43.3,C,2026-09-08T20:22:00+00:00
1187,33,temperature,35.5,C,2026-09-09T02:35:00+00:00
1188,33,temperature,27.4,C,2026-09-09T08:40:00+00:00
1189,34,dust,8.4,mg/m3,2026-09-06T14:55:00+00:00
1190,34,dust,8.8,mg/m3,2026-09-06T20:28:00+00:00
1191,34,dust,2.5,mg/m3,2026-09-07T02:43:00+00:00
1192,34,dust,6.3,mg/m3,2026-09-07T08:38:00+00:00
1193,34,dust,9.1,mg/m3,2026-09-07T15:00:00+00:00
1194,34,dust,1.9,mg/m3,2026-09-07T20:17:00+00:00
1195,34,dust,6.5,mg/m3,2026-09-08T02:57:00+00:00
1196,34,dust,9.1,mg/m3,2026-09-08T08:19:00+00:00
1197,34,dust,2.5,mg/m3,2026-09-08T14:39:00+00:00
1198,34,dust,8.8,mg/m3,2026-09-08T20:34:00+00:00
1199,34,dust,21.0,mg/m3,2026-09-09T02:40:00+00:00
1200,34,dust,7.9,mg/m3,2026-09-09T08:45:00+00:00
1201,34,gas,34.2,ppm,2026-09-06T14:27:00+00:00
1202,34,gas,20.6,ppm,2026-09-06T20:55:00+00:00
1203,34,gas,13.8,ppm,2026-09-07T02:41:00+00:00
1204,34,gas,11.7,ppm,2026-09-07T08:19:00+00:00
1205,34,gas,36.1,ppm,2026-09-07T14:48:00+00:00
1206,34,gas,29.6,ppm,2026-09-07T20:49:00+00:00
1207,34,gas,25.0,ppm,2026-09-08T02:38:00+00:00
1208,34,gas,42.3,ppm,2026-09-08T08:34:00+00:00
1209,34,gas,26.7,ppm,2026-09-08T14:53:00+00:00
1210,34,gas,34.7,ppm,2026-09-08T20:52:00+00:00
1211,34,gas,36.4,ppm,2026-09-09T02:17:00+00:00
1212,34,gas,18.3,ppm,2026-09-09T08:51:00+00:00
1213,34,temperature,40.6,C,2026-09-06T14:33:00+00:00
1214,34,temperature,27.9,C,2026-09-06T20:58:00+00:00
1215,34,temperature,39.7,C,2026-09-07T02:32:00+00:00
1216,34,temperature,24.2,C,2026-09-07T08:22:00+00:00
1217,34,temperature,35.9,C,2026-09-07T14:58:00+00:00
1218,34,temperature,33.9,C,2026-09-07T20:31:00+00:00
1219,34,temperature,36.1,C,2026-09-08T02:42:00+00:00
1220,34,temperature,30.8,C,2026-09-08T08:45:00+00:00
1221,34,temperature,37.0,C,2026-09-08T14:57:00+00:00
1222,34,temperature,25.8,C,2026-09-08T20:48:00+00:00
1223,34,temperature,43.0,C,2026-09-09T02:34:00+00:00
1224,34,temperature,40.7,C,2026-09-09T08:45:00+00:00
1225,35,dust,8.2,mg/m3,2026-09-06T14:43:00+00:00
1226,35,dust,2.6,mg/m3,2026-09-06T20:35:00+00:00
1227,35,dust,7.2,mg/m3,2026-09-07T02:31:00+00:00
1228,35,dust,4.0,mg/m3,2026-09-07T08:59:00+00:00
1229,35,dust,8.5,mg/m3,2026-09-07T14:45:00+00:00
1230,35,dust,3.7,mg/m3,2026-09-07T20:27:00+00:00
1231,35,dust,4.3,mg/m3,2026-09-08T02:42:00+00:00
1232,35,dust,7.2,mg/m3,2026-09-08T08:56:00+00:00
1233,35,dust,5.8,mg/m3,2026-09-08T14:34:00+00:00
1234,35,dust,7.9,mg/m3,2026-09-08T20:37:00+00:00
1235,35,dust,5.8,mg/m3,2026-09-09T02:59:00+00:00
1236,35,dust,7.0,mg/m3,2026-09-09T08:21:00+00:00
1237,35,gas,36.7,ppm,2026-09-06T14:38:00+00:00
1238,35,gas,41.1,ppm,2026-09-06T20:31:00+00:00
1239,35,gas,12.1,ppm,2026-09-07T02:16:00+00:00
1240,35,gas,7.9,ppm,2026-09-07T08:36:00+00:00
1241,35,gas,27.9,ppm,2026-09-07T14:28:00+00:00
1242,35,gas,7.7,ppm,2026-09-07T20:18:00+00:00
1243,35,gas,34.7,ppm,2026-09-08T02:36:00+00:00
1244,35,gas,11.4,ppm,2026-09-08T08:58:00+00:00
1245,35,gas,21.2,ppm,2026-09-08T14:33:00+00:00
1246,35,gas,21.9,ppm,2026-09-08T20:29:00+00:00
1247,35,gas,19.8,ppm,2026-09-09T02:27:00+00:00
1248,35,gas,43.2,ppm,2026-09-09T08:30:00+00:00
1249,35,temperature,39.1,C,2026-09-06T14:15:00+00:00
1250,35,temperature,42.1,C,2026-09-06T20:29:00+00:00
1251,35,temperature,28.8,C,2026-09-07T02:27:00+00:00
1252,35,temperature,30.7,C,2026-09-07T08:36:00+00:00
1253,35,temperature,37.7,C,2026-09-07T14:49:00+00:00
1254,35,temperature,43.3,C,2026-09-07T20:32:00+00:00
1255,35,temperature,38.4,C,2026-09-08T02:19:00+00:00
1256,35,temperature,29.9,C,2026-09-08T08:55:00+00:00
1257,35,temperature,35.9,C,2026-09-08T14:32:00+00:00
1258,35,temperature,27.5,C,2026-09-08T20:37:00+00:00
1259,35,temperature,40.8,C,2026-09-09T02:42:00+00:00
1260,35,temperature,54.6,C,2026-09-09T08:32:00+00:00
1261,36,dust,9.0,mg/m3,2026-09-06T14:24:00+00:00
1262,36,dust,8.6,mg/m3,2026-09-06T20:37:00+00:00
1263,36,dust,4.8,mg/m3,2026-09-07T02:54:00+00:00
1264,36,dust,2.9,mg/m3,2026-09-07T08:46:00+00:00
1265,36,dust,7.4,mg/m3,2026-09-07T14:17:00+00:00
1266,36,dust,7.7,mg/m3,2026-09-07T20:49:00+00:00
1267,36,dust,5.4,mg/m3,2026-09-08T02:21:00+00:00
1268,36,dust,5.6,mg/m3,2026-09-08T08:41:00+00:00
1269,36,dust,9.0,mg/m3,2026-09-08T14:17:00+00:00
1270,36,dust,7.5,mg/m3,2026-09-08T20:53:00+00:00
1271,36,dust,1.5,mg/m3,2026-09-09T02:53:00+00:00
1272,36,dust,1.6,mg/m3,2026-09-09T08:34:00+00:00
1273,36,gas,83.9,ppm,2026-09-06T14:48:00+00:00
1274,36,gas,39.1,ppm,2026-09-06T20:32:00+00:00
1275,36,gas,21.2,ppm,2026-09-07T02:39:00+00:00
1276,36,gas,40.6,ppm,2026-09-07T08:18:00+00:00
1277,36,gas,15.0,ppm,2026-09-07T14:55:00+00:00
1278,36,gas,14.4,ppm,2026-09-07T20:18:00+00:00
1279,36,gas,25.0,ppm,2026-09-08T02:15:00+00:00
1280,36,gas,34.3,ppm,2026-09-08T08:49:00+00:00
1281,36,gas,16.0,ppm,2026-09-08T14:42:00+00:00
1282,36,gas,45.0,ppm,2026-09-08T20:51:00+00:00
1283,36,gas,8.5,ppm,2026-09-09T02:53:00+00:00
1284,36,gas,32.9,ppm,2026-09-09T08:51:00+00:00
1285,36,temperature,26.1,C,2026-09-06T14:18:00+00:00
